date,time,year,ef_scale,path_length_mi,width_mi,injury,fatality,property_dmg,crop_dmg,link,month,decade,total_damagee,month_name
2023-04-01,12:16,2023,EF1,5.56,150.0,0,0,1000000,0,"Apr. 01, 2023 00:16 AM CDT",4,2020s,1000000,April
2023-04-01,12:21,2023,EF1,1.48,150.0,0,0,200000,0,"Apr. 01, 2023 00:21 AM CDT",4,2020s,200000,April
2023-04-01,12:24,2023,EF1,0.13,150.0,0,0,50000,0,"Apr. 01, 2023 00:24 AM CDT",4,2020s,50000,April
2023-04-01,12:25,2023,EF1,5.76,150.0,0,0,1000000,0,"Apr. 01, 2023 00:25 AM CDT",4,2020s,1000000,April
2023-04-01,12:41,2023,EF2,12.4,500.0,0,0,250000,0,"Apr. 01, 2023 00:41 AM CDT",4,2020s,250000,April
2023-04-01,12:53,2023,EF2,6.05,500.0,2,0,3000000,0,"Apr. 01, 2023 00:53 AM CDT",4,2020s,3000000,April
2023-04-01,2:15,2023,EF3,7.54,215.0,0,0,0,0,"Apr. 01, 2023 02:15 AM CDT",4,2020s,0,April
2023-04-01,3:10,2023,EF1,1.44,60.0,0,0,0,0,"Apr. 01, 2023 03:10 AM EDT",4,2020s,0,April
2023-06-11,15:30,2023,EF1,11.32,300.0,0,0,500000,0,"Jun. 11, 2023 15:30 PM CDT",6,2020s,500000,June
2023-06-11,15:59,2023,EF1,2.17,50.0,0,0,250000,0,"Jun. 11, 2023 15:59 PM CDT",6,2020s,250000,June
2023-06-11,16:58,2023,EF1,2.33,30.0,0,0,150000,0,"Jun. 11, 2023 16:58 PM CDT",6,2020s,150000,June
2023-08-03,13:21,2023,EF1,0.5,200.0,0,0,0,0,"Aug. 03, 2023 13:21 PM EDT",8,2020s,0,August
2023-08-07,13:17,2023,EF2,3.7,200.0,0,0,3700000,0,"Aug. 07, 2023 13:17 PM EDT",8,2020s,3700000,August
2023-08-12,10:47,2023,EF0,1.85,40.0,0,0,100000,0,"Aug. 12, 2023 10:47 AM CDT",8,2020s,100000,August
2023-12-09,11:32,2023,EF1,9.62,600.0,1,0,750000,0,"Dec. 09, 2023 11:32 AM CST",12,2020s,750000,December
2023-12-09,11:44,2023,EF1,15.29,600.0,2,0,500000,0,"Dec. 09, 2023 11:44 AM CST",12,2020s,500000,December
2023-12-09,13:19,2023,EF1,7.14,75.0,0,0,500000,0,"Dec. 09, 2023 13:19 PM CST",12,2020s,500000,December
2023-12-09,13:29,2023,EF0,1.61,50.0,0,0,50000,0,"Dec. 09, 2023 13:29 PM CST",12,2020s,50000,December
2023-12-09,13:41,2023,EF3,11.3,600.0,62,4,20000000,0,"Dec. 09, 2023 13:41 PM CST",12,2020s,20000000,December
2023-12-09,15:29,2023,EF2,5.81,300.0,2,0,2000000,0,"Dec. 09, 2023 15:29 PM CST",12,2020s,2000000,December
2023-12-09,16:03,2023,EF2,4.76,500.0,2,0,1500000,0,"Dec. 09, 2023 16:03 PM CST",12,2020s,1500000,December
2023-12-09,16:10,2023,EF2,9.57,500.0,0,0,700000,0,"Dec. 09, 2023 16:10 PM CST",12,2020s,700000,December
2023-12-09,16:16,2023,EF2,6.0,300.0,4,0,10000000,0,"Dec. 09, 2023 16:16 PM CST",12,2020s,10000000,December
2023-12-09,16:24,2023,EF2,4.04,500.0,0,0,250000,0,"Dec. 09, 2023 16:24 PM CST",12,2020s,250000,December
2023-12-09,16:39,2023,EF2,7.76,400.0,21,3,10000000,0,"Dec. 09, 2023 16:39 PM CST",12,2020s,10000000,December
2023-12-09,16:50,2023,EF2,23.49,400.0,1,0,10000000,0,"Dec. 09, 2023 16:50 PM CST",12,2020s,10000000,December
2023-12-09,17:24,2023,EF2,3.52,400.0,0,0,200000,0,"Dec. 09, 2023 17:24 PM CST",12,2020s,200000,December
2023-12-09,18:07,2023,EF1,0.35,50.0,0,0,50000,0,"Dec. 09, 2023 18:07 PM CST",12,2020s,50000,December
2024-03-15,3:38,2024,EF0,0.31,20.0,0,0,10000,0,"Mar. 15, 2024 03:38 AM CDT",3,2020s,10000,March
2024-04-02,16:20,2024,EF1,2.86,150.0,0,0,10000,0,"Apr. 02, 2024 16:20 PM EDT",4,2020s,10000,April
2024-05-06,13:55,2024,EF0,0.51,50.0,0,0,25000,0,"May. 06, 2024 13:55 PM CDT",5,2020s,25000,May
2024-05-06,15:23,2024,EF1,3.23,150.0,0,0,300000,0,"May. 06, 2024 15:23 PM CDT",5,2020s,300000,May
2024-05-08,13:43,2024,EF1,2.2,200.0,0,0,250000,0,"May. 08, 2024 13:43 PM CDT",5,2020s,250000,May
2024-05-08,16:37,2024,EF3,10.93,900.0,12,1,10000000,0,"May. 08, 2024 16:37 PM CDT",5,2020s,10000000,May
2024-05-08,17:05,2024,EF3,0.6,900.0,0,0,250000,0,"May. 08, 2024 17:05 PM CDT",5,2020s,250000,May
2024-05-08,17:32,2024,EF0,2.96,100.0,0,0,100000,0,"May. 08, 2024 17:32 PM CDT",5,2020s,100000,May
2024-05-08,18:50,2024,EF2,5.88,600.0,1,0,4000000,0,"May. 08, 2024 18:50 PM CDT",5,2020s,4000000,May
2024-05-08,20:02,2024,EF1,1.38,286.0,0,0,0,0,"May. 08, 2024 20:02 PM CDT",5,2020s,0,May
2024-05-09,12:39,2024,EF1,4.34,300.0,0,0,3000,0,"May. 09, 2024 00:39 AM CDT",5,2020s,3000,May
2024-05-14,15:16,2024,EF0,3.62,100.0,0,0,250000,0,"May. 14, 2024 15:16 PM CDT",5,2020s,250000,May
2024-05-26,23:55,2024,EF1,11.0,550.0,0,0,10000,0,"May. 26, 2024 23:55 PM CDT",5,2020s,10000,May
2024-07-29,13:24,2024,EF0,3.34,100.0,0,0,750000,0,"Jul. 29, 2024 13:24 PM CDT",7,2020s,750000,July
